Function	Function2	Gene Name	kon_ESC_C57	koff_ESC_C57	freq_ESC_C57	Mean Expression_ESC_C57	Entropy_ESC_C57	kon_ESC_CAST	koff_ESC_CAST	freq_ESC_CAST	Mean Expression_ESC_CAST	Entropy_ESC_CAST	kon_MAF_C57	koff_MAF_C57	freq_MAF_C57	Mean Expression_MAF_C57	Entropy_MAF_C57	kon_MAF_CAST	koff_MAF_CAST	freq_MAF_CAST	Mean Expression_MAF_CAST	Entropy_MAF_CAST
ETC	ETC	Uqcc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETC	ETC	Uqcr10	3.3826262	8.63940234	3.3826262	18.06	0.281015309	2.18181115	2.49528728	2.18181115	15.61	0.295285432	3.38931412	457.5301077	3.55877982	12.77	0.32764555	3.11466861	123.1330837	3.11466861	11.06	0.347312704
ETC	ETC	Uqcrb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETC	ETC	Uqcrc1	3.14928866	22.73223929	3.14928866	16.97	0.308724071	2.70216403	3.13654069	2.70216403	13.7	0.280323695	1.56542439	186.377285	1.56542439	14.54	0.422404626	1.44856785	17.86603008	1.30371106	13.85	0.412200468
ETC	ETC	Uqcrh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETC	ETC	Uqcrq	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETC	ETC	Wdr93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	4930595M18Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	A1cf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Aar2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Acin1	2.36251201	46.13523203	2.48063761	10.31	0.379454581	2.05007973	4.88180474	2.05007973	10.87	0.345546904	0.59527148	2.11505018	0.59527148	4.4	0.614607307	0.40048888	1.14414147	0.40048888	3.89	0.653262229
mRNA Processing	mRNA Processing	Adam3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Adar	0.34444793	1.30681919	0.15500157	0.84	0.756107171	0.08669576	0.09202177	0.00433479	0.8	0.717560683	0.38986544	2.61333912	1.11022E-16	0.41	0.816143268	0.46355585	160.4353068	0.46355585	0.67	0.788243007
mRNA Processing	mRNA Processing	Adarb1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Adarb2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Aff2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ahcyl1	0.095313	2.173933	0.095313	0.47	0.956886898	NA	NA	NA	NA	NA	0.19048348	2.13280065	0.19048348	5.28	0.861421429	0.31585518	0.75750177	0.31585518	6.69	0.779477579
mRNA Processing	mRNA Processing	Aicda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Akap8l	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Akap17b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Akr1c6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Alkbh5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Alyref	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Alyref2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Aplp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Apobec1	0.07603081	2.03151023	0.07603081	0.26	0.927304965	0.08051055	0.78883524	0.08051055	0.36	0.895228885	0.099220759	65.4513395	0.09922076	0.34	0.926130952	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Apobec2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Apobec4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	App	0.23434125	12.70601065	0.24605831	0.57	0.852523988	0.32598317	5.68704809	0.32598317	0.71	0.803951368	1.35880443	30.20384934	1.35880443	8.4	0.456993889	1.73567099	396.522735	1.73567099	14.05	0.425778236
mRNA Processing	mRNA Processing	Aqr	0.63189414	0.80994353	0.63189414	3.52	0.527010224	0.34695653	0.51955089	0.34695653	1.68	0.642524045	0.47598837	1.41524171	0.47598837	1.32	0.677755376	0.42608253	1.86572116	0.42608253	0.71	0.754642857
mRNA Processing	mRNA Processing	Arl6ip4	0.20481519	0.20738852	0.20481519	5.71	0.576763485	0.42829011	0.56731547	0.42829011	6.52	0.552474518	0.46710974	1.22209033	0.46710974	7.98	0.675313707	0.26863597	0.62077564	0.26863597	5.72	0.724319209
mRNA Processing	mRNA Processing	Aurkaip1	1.73714088	2.49401317	1.73714088	2.69	0.443319149	1.34206054	2.90545362	1.34206054	5.9	0.428172076	1.69389997	183.7906929	1.69389997	3.24	0.494270833	2.10452185	306.7868111	2.20974794	6.76	0.416163296
mRNA Processing	mRNA Processing	BC005624	0.56054169	2.03452521	0.56054169	1.65	0.679065072	0.26582939	0.95284282	0.26582939	1.28	0.754716981	0.30778302	0.93329983	0.30778302	1.8	0.720530553	0.41514227	11.52232394	0.43589939	1.69	0.76369787
mRNA Processing	mRNA Processing	Bcas2	2.66777281	17.13606985	2.66777281	10.12	0.360560291	3.39190393	13.42053047	3.39190393	12.54	0.315736652	1.27106528	25.25169429	1.27106528	4.14	0.502434621	1.03432484	91.5913161	1.03432484	3.64	0.548384407
mRNA Processing	mRNA Processing	Brdt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Bud13	0.88544527	181.7510989	0.88544527	1.12	0.672924489	0.21935952	0.23700827	0.21935952	1.52	0.623860182	0.29780939	89.54472581	0.29780939	0.68	0.827740148	0.37358463	150.6257602	0.39226386	0.72	0.802585807
mRNA Processing	mRNA Processing	Bud31	1.48079374	109.5007058	1.48079374	2.39	0.539953788	1.60661405	6.0956113	1.60661405	2.23	0.505036489	NA	NA	NA	NA	NA	1.61224418	14.5863381	1.77346859	4.09	0.470234817
mRNA Processing	mRNA Processing	C1qbp	3.18126656	19.652093	3.02220323	22.72	0.304766602	4.00064863	296.9005623	4.00064863	17.35	0.305173392	1.38002535	39.07308397	1.24202282	13.04	0.448275808	1.00747216	15.92784334	1.00747216	10.52	0.490258332
mRNA Processing	mRNA Processing	Cactin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Casc3	0.30335655	0.1322483	5.55112E-17	3.07	0.472112462	0.1981728	0.09409355	0.1981728	3.16	0.482638889	0.37698295	1.96677026	0.37698295	1.63	0.700892857	0.33234484	0.6414963	0.33234484	1.77	0.649383671
mRNA Processing	mRNA Processing	Ccar2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ccnb1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ccnt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cd2bp2	1.19533668	2.41467932	1.19533668	4.03	0.45143996	1.20695255	13.07447826	1.14660492	3.98	0.503697804	0.56223168	2.62486682	0.56223168	1.47	0.663811384	0.4002618	0.97694645	0.4002618	1.46	0.662671812
mRNA Processing	mRNA Processing	Cdc5l	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cdc40	0.28685813	1.9322897	0.28685813	0.96	0.838709677	0.29963911	5.49191041	0.29963911	0.99	0.850731383	0.20062653	1.43342352	0.20062653	0.62	0.864901179	0.18923392	2.45373936	0.18923392	0.63	0.881868132
mRNA Processing	mRNA Processing	Cdc73	0.45550346	7.51819294	0.45550346	0.88	0.796919657	0.3912671	5.00399847	0.3912671	1.11	0.795592705	0.32259817	6.2250601	0.32259817	0.83	0.822624883	0.36249066	2.34396305	0.36249066	0.9	0.79114673
mRNA Processing	mRNA Processing	Cdk9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cdk12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cdk13	0.15727403	0.1993606	0.0078637	1.31	0.703309693	0.58278413	2.91982704	0.58278413	1.77	0.681071167	0.57736056	7.050498	0.57736056	0.86	0.753367794	0.38546095	4.51536686	0.38546095	0.88	0.787458949
mRNA Processing	mRNA Processing	Celf1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Celf2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Celf3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Celf4	0.17504902	1.09950638	0.17504902	1.16	0.845941686	0.10034868	0.27916401	0.10034868	0.93	0.829142489	0.13213346	2.26567483	0.13213346	0.75	0.902486718	0.49049692	8.99425406	0.49049692	3.39	0.741732502
mRNA Processing	mRNA Processing	Celf5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Celf6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cir1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cirbp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Clasrp	0.17375844	0.45427126	0.17375844	1.29	0.79958425	0.30683121	1.34777524	0.30683121	0.98	0.81237911	0.04414852	0.36292807	0.00220743	0.33	0.933911064	0.06766454	3.88067454	0.06766454	0.35	0.95353836
mRNA Processing	mRNA Processing	Clns1a	1.07878575	1.63700415	1.07878575	4.41	0.438733658	1.565038	480.4587526	1.565038	4.59	0.477390532	1.28516185	52.52456977	1.28516185	2.67	0.537403475	1.20165097	223.9508938	1.20165097	2.66	0.553843826
mRNA Processing	mRNA Processing	Clp1	0.27906	0.3613987	0.013953	1.21	0.651236343	0.18058954	0.11016372	0.00902948	1.94	0.544585226	0.22700903	70.10269177	0.23835949	0.28	0.888241525	0.05542932	0.33178674	6.93889E-18	0.32	0.890688776
mRNA Processing	mRNA Processing	Cmtr1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cmtr2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cnot6l	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Coil	0.58920409	68.18378299	0.61866429	1.05	0.8	0.28283487	100.3252571	0.28283487	0.75	0.873191489	0.04151857	8.80073268	0.04151857	0.12	0.972576531	0.12082447	1.76301266	1.38778E-17	0.15	0.935905612
mRNA Processing	mRNA Processing	Cpeb1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cpeb3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cpsf1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cpsf2	0.78176936	1.04455957	0.78176936	3.13	0.489506441	1.20997258	84.54859522	0.96797806	2.98	0.528647416	0.67819332	2.30200486	0.67819332	2.05	0.611424513	0.82166393	127.4272365	0.82166393	2.18	0.634813814
mRNA Processing	mRNA Processing	Cpsf3	1.78721156	330.9781465	1.78721156	3.34	0.483127795	0.68231842	0.51674129	0.68231842	3.06	0.453814219	1.17758675	36.86160874	1.23646609	1.91	0.591131525	0.39397114	1.26474329	0.39397114	1.25	0.692949055
mRNA Processing	mRNA Processing	Cpsf4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cpsf4l	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cpsf6	0.58509889	1.69164852	0.58509889	3.58	0.568954333	0.76205046	1.93218308	0.76205046	4.35	0.530732861	0.49656162	5.84164977	0.47173354	2.97	0.69484298	0.51260941	3.52721355	0.51260941	2.65	0.691548197
mRNA Processing	mRNA Processing	Cpsf7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Crnkl1	0.26649045	0.40421313	0.26649045	1.82	0.657202873	0.24584533	0.24629618	0.24584533	1.62	0.62995561	0.58261759	72.83326438	0.58261759	0.86	0.759229535	0.71261914	427.4546144	0.71261914	0.78	0.747613432
mRNA Processing	mRNA Processing	Csdc2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cstf1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cstf2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cstf2t	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cstf3	0.60833952	1.5750574	0.60833952	1.65	0.647711618	0.77285037	2.79505873	0.77285037	1.41	0.658312297	0.62841351	147.9088718	0.62841351	1.13	0.761940362	0.66282122	111.009697	0.66282122	0.88	0.769253944
mRNA Processing	mRNA Processing	Ctr9	0.68653001	53.12362892	0.68653001	1.16	0.728501773	0.67249188	65.49892988	0.70611647	0.96	0.744680851	0.39228936	2.56710838	0.39228936	1.03	0.773425994	0.41690265	64.31268864	0.41690265	0.84	0.809844033
mRNA Processing	mRNA Processing	Cwc15	3.1186759	300.982656	3.1186759	4.79	0.390307329	1.90658118	11.73849604	1.90658118	3.94	0.441518114	1.14563271	5.65231617	1.14563271	4.57	0.487933773	1.19647125	10.418231	1.13664769	3.6	0.507274518
mRNA Processing	mRNA Processing	Cwc22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cwc25	0.46378636	1.12661784	0.46378636	1.62	0.637021277	0.42123466	1.15703927	0.42123466	1.62	0.653191489	0.48602915	28.2974277	0.51033061	0.67	0.782498751	0.43553034	100.8332527	0.43553034	0.82	0.776147959
mRNA Processing	mRNA Processing	Cwf19l1	0.3077917	1.27802314	0.3077917	1.08	0.738601824	0.91380974	9.94279347	1.00519072	1.2	0.653425727	0.246797283	261.148677	0.27147701	0.41	0.866663081	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Cwf19l2	1.03904049	3.40865666	1.03904049	1.79	0.565496027	1.37411929	4.26642862	1.37411929	2.72	0.498065764	0.60801512	29.95267987	0.60801512	0.77	0.753149649	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Dazap1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Dbr1	0.43755911	0.31121969	0.43755911	2	0.595340695	0.82190767	2.3616989	0.82190767	1.89	0.640082822	0.18013312	0.93464637	0.18013312	0.94	0.845605288	0.1948168	1.02379188	0.1948168	0.84	0.847886029
mRNA Processing	mRNA Processing	Dcps	1.21929934	9.89190665	1.21929934	3.12	0.534387174	1.14027727	94.32317906	1.14027727	1.82	0.598820815	0.36183775	5.14904937	0.36183775	1.02	0.773193522	0.38779819	2.01341437	0.38779819	1.11	0.733719605
mRNA Processing	mRNA Processing	Ddx1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ddx5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ddx17	1.03635367	1.48110423	1.03635367	4.66	0.444928253	1.73889523	8.85514547	1.73889523	3.35	0.475131252	NA	NA	NA	NA	NA	1.17431926	517.818833	1.17431926	3.95	0.5604698
mRNA Processing	mRNA Processing	Ddx20	1.09195295	61.03754289	1.09195295	1.91	0.587234043	0.71277757	8.30925251	0.74841645	1.33	0.66	0.36687061	71.73692765	0.36687061	0.78	0.801866883	0.46948376	135.2157318	0.46948376	0.64	0.790830292
mRNA Processing	mRNA Processing	Ddx23	0.24853296	82.85754358	0.24853296	0.52	0.868794326	0.12939937	0.19951912	0.00646997	0.82	0.760477112	0.12335431	0.62828179	0.00616772	0.29	0.882081281	0.02619472	0.06308709	3.46945E-18	0.49	0.840561224
mRNA Processing	mRNA Processing	Ddx39a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ddx39b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ddx41	1.26454225	9.46999077	1.20131514	4.15	0.492834307	0.54161132	0.46094175	0.54161132	3.73	0.471549451	0.60471749	56.08313363	0.54424574	1.47	0.687307099	0.72226102	221.3799172	0.72226102	2.09	0.645500852
mRNA Processing	mRNA Processing	Ddx46	0.81744017	1.40745196	0.81744017	5.94	0.475357834	1.02766369	3.88319105	1.02766369	4.52	0.492469803	0.72245674	3.60796423	0.72245674	3.06	0.598159	0.60559882	88.54279406	0.60559882	2.45	0.670460019
mRNA Processing	mRNA Processing	Ddx47	2.23007756	19.99899174	2.0070698	9.57	0.37144208	2.25281985	181.2405747	2.25281985	7.88	0.394076435	1.00697272	16.83594779	0.90627545	4.24	0.531804451	1.08488991	17.53282988	1.08488991	3.9	0.529543373
mRNA Processing	mRNA Processing	Dhx8	0.88880476	1.58004866	0.88880476	2.88	0.499607443	0.6424843	2.35723992	0.6424843	1.94	0.611994389	0.49047235	2.14083481	0.49047235	1.41	0.707735923	0.21049661	0.38070243	0.21049661	1.16	0.730059524
mRNA Processing	mRNA Processing	Dhx9	0.3166832	0.51919025	0.3166832	3.93	0.662351244	0.3433958	1.02065224	0.3433958	4.1	0.694646534	0.14031551	0.64743161	0.14031551	2.12	0.865003882	0.20928645	2.80773084	0.20928645	2.03	0.867903785
mRNA Processing	mRNA Processing	Dhx15	0.81576158	3.33093817	0.81576158	3.13	0.584394527	1.32340526	4.73609641	1.32340526	3.02	0.531505728	0.62328546	2.43776472	0.62328546	2.69	0.633248141	0.82998597	34.1563506	0.82998597	2.61	0.641026957
mRNA Processing	mRNA Processing	Dhx16	1.87144992	31.81018278	1.87144992	9.19	0.402580772	1.53231235	4.86766134	1.53231235	8.25	0.401284263	0.18740238	4.86410344	0.18740238	0.49	0.874855991	0.19925235	4.97671304	0.19925235	0.57	0.873511905
mRNA Processing	mRNA Processing	Dhx36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Dhx38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Dyrk1a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ecd	0.9973832	8.62238517	0.9973832	2.2	0.580050558	0.96655716	10.32896244	0.96655716	2.02	0.595973461	0.89637233	12.29410358	0.89637233	1.43	0.638846372	0.85101489	16.16018492	0.85101489	1.1	0.671819658
mRNA Processing	mRNA Processing	Eftud2	1.52021283	1.88319393	1.52021283	10.72	0.337103692	2.59572345	26.15037318	2.46593728	10.34	0.354194029	0.78695629	3.62103456	0.78695629	5.76	0.524513431	0.87845507	4.60903499	0.87845507	5.66	0.522350046
mRNA Processing	mRNA Processing	Eif4a3	1.44406375	10.969711	1.51626694	4.01	0.478892714	2.40915531	20.43753781	2.52961307	4.76	0.407135037	0.95002707	30.96513526	0.95002707	2.98	0.584283563	0.95868714	65.06659445	0.95868714	2.74	0.58867096
mRNA Processing	mRNA Processing	Eif4a3l1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Elavl4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ern1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06366695	1.51238762	4.16334E-17	0.14	0.943692396	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ern2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Esrp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Esrp2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ess2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Fam50a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Fam172a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Fastkd5	0.32369416	1.65341956	0.32369416	0.61	0.788810087	0.56544381	1.31596109	0.02827219	0.55	0.745766392	0.39192919	179.4429247	0.39192919	0.47	0.831814869	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Fip1l1	0.97458288	1.52610896	0.97458288	6.24	0.432074377	1.26962804	4.26343835	1.26962804	4.93	0.458273976	0.57817873	42.52605831	0.52036085	3.63	0.634289322	0.74292422	13.58050091	0.70577801	3.12	0.603071901
mRNA Processing	mRNA Processing	Fmr1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Frg1	0.72886608	1.47428781	0.72886608	4.84	0.502295004	0.57958255	3.24122504	0.57958255	4.34	0.595368579	0.27463624	0.67310423	0.27463624	3.43	0.700074757	0.32939548	0.89757309	0.32939548	3.97	0.68696331
mRNA Processing	mRNA Processing	Fxr1	0.72457851	1.68879418	0.72457851	9.94	0.487214744	0.8985052	1.71898851	0.8985052	9.08	0.461733884	0.40603317	2.21773811	0.40603317	3.85	0.751253833	0.37105217	1.31731091	0.37105217	4.34	0.754649113
mRNA Processing	mRNA Processing	Fxr2	2.99700083	3.30836915	2.99700083	3.34	0.387737962	NA	NA	NA	NA	NA	1.33120293	159.0230218	1.33120293	1.69	0.620247696	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Gcfc2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Gemin2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Gemin4	0.46309471	4.34474279	0.46309471	0.91	0.774555523	0.4589393	2.72945406	0.4589393	1.08	0.753587333	0.30897469	41.77766912	0.32442343	0.39	0.87273728	0.38101605	171.5538892	0.38101605	0.47	0.853191708
mRNA Processing	mRNA Processing	Gemin5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Gemin6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Gemin7	1.28951056	100.9609984	1.35398608	1.69	0.589224434	0.75516168	4.44009584	0.75516168	1.15	0.662183862	1.05644889	7.01658062	1.05644889	5.57	0.501259904	1.2223528	8.09200007	1.28347044	4.91	0.497472031
mRNA Processing	mRNA Processing	Gemin8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Gm3376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Gm4064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
