Gene	kon	koff	OR	Zero_Zero	FullCorr	FullCorr_Ubiq	Ubiq
Nfatc4	9.21E-02	7.29E+01	37.33333333			0	
Maff	0.15880546	7.02728683	34.5625			0	
Gpnmb	2.53E-02	1.73E+00	34.5			0	
Chac1	0.01220077	0.09873912	34.16666667			0	
2610035D17Rik	0.17815285	3.28611587	33.6875			0	
Rad51	1.06088155	1.88354633	33.6875			0	
Tmem37	0.2032643	1.23342387	33.13333333			0	
A4galt	0.2592418	30.32252366	33			0	
2610034B18Rik	0.08379721	0.75827275	31.875			0	
Emp3	0.06425486	3.25105262	31.875			0	
Pgam2	0.03692816	1.37346575	31.875			0	
Zfp438	0.08158776	0.75607498	31.875			0	
Ccdc85b	0.57148748	22.58756193	31.625			0	
Cenpf	0.77240869	2.05679685	30.83333333			0	
Lrch3	0.20929518	24.75079021	30.8			0	
Cpe	0.06209123	1.58197866	30.75			0	
Snx19	0.14964674	0.44290207	30.42857143			0	
Mettl21a	0.28824164	64.75678391	30.41666667			0	
Fxyd5	0.04449644	0.53650695	30.33333333			0	
Fam64a	0.24125173	0.7664244	30.22222222			0	
Tpk1	0.39286733	71.26451418	30.17857143			0	
Acss2	0.00644332	0.13337495	29.66666667			0	
Aoc3	0.01823034	0.59299151	29.66666667			0	
Cct2	1.75426979	5.2572426	29.66666667			0	
Cdk4	1.44976721	0.76069581	29.66666667			0	
Cdv3	0.27107662	0.47602723	29.66666667			0	
Col1a1	0.00857183	0.26210526	29.66666667			0	
Ddx39	2.52562449	67.55103475	29.66666667			0	
Eftud2	1.52018692	1.88310195	29.66666667			0	
Gm10069	2.12E-03	4.38E-02	29.66666667			0	
Ldha	1.07384436	1.34768747	29.66666667			0	
Nuak1	0.03953423	5.42903522	29.66666667			0	
Pih1d2	0.04602785	2.16785441	29.66666667			0	
Plxnc1	0.00744032	0.15740498	29.66666667			0	
Polr1c	3.30616711	44.84949767	29.66666667			0	
Smc4	1.06958	1.76396905	29.66666667			0	
Tkt	2.22994881	2.29048588	29.66666667			0	
Tmem25	0.03952317	5.40514003	29.66666667			0	
Prr24	0.20835407	0.70765324	29.55555556			0	
1700086O06Rik	0.01703254	0.20211945	29			0	
Gm1673	0.05766899	0.99003311	29			0	
Ica1	0.01055979	0.13036715	29			0	
Itprip	0.05695682	0.98903772	29			0	
Upp1	1.24076923	3.10188525	29			0	
Rab3d	0.13295762	28.45283536	28.95238095			0	
Gmnn	2.06823251	30.18967285	28.57142857			0	
Chst11	0.00285547	0.0798411	28.33333333			0	
Dnajb9	0.07728063	1.57774093	28.33333333			0	
Fkbp14	0.02752091	0.83390632	28.33333333			0	
Rab3b	0.04456458	0.46539792	28.33333333			0	
Rapgef3	0.03626485	0.46702269	28.33333333			0	
Snx32	0.046303	0.4666768	28.33333333			0	
Srm	2.15780219	17.19848589	28.33333333			0	
AA987161	0.15002506	1.16114771	28.28571429			0	
Gm11627	0.3126344	0.73660674	28.28571429			0	
Srgap1	0.3135074	70.6547847	28.03125			0	
Plekho2	0.0826893	0.75728413	27.66666667			0	
Zfp810	0.08495665	0.75953016	27.66666667			0	
Ganc	0.16497629	2.6234687	27.3			0	
Mapkapk5	0.26546898	3.5818544	26.33333333			0	
Trio	0.17067029	83.91044569	26.33333333			0	
Neurl2	0.10572946	0.40251589	25.33333333			0	
Ints12	0.10060166	3.21948472	25.3125			0	
Zkscan14	0.09083454	1.99306729	25.3125			0	
Aebp1	0.01106691	0.11912034	25.2			0	
Lingo1	0.10725314	45.79309281	25.2			0	
Slc39a14	0.03872515	1.37789394	25.2			0	
Slc6a9	6.58E-02	6.06E+01	25.2			0	
Srf	0.18626907	0.76913595	24.32			0	
B930041F14Rik	0.06402864	0.99819754	24			0	
Irak2	0.40428344	81.43872729	23.83333333			0	
Ccne1	0.8028147	8.12755793	23.38461538			0	
Plk2	0.19652055	1.80513272	23.23809524			0	
Lyar	0.69176853	0.71058952	23.14285714			0	
Trf	0.07533503	0.96637233	23.14285714			0	
Itgb7	0.38316128	50.35358268	22.34375			0	
Ddr1	0.14647089	4.4594121	22.28571429			0	
Banf1	2.00376898	5.81923029	22.25			0	
Ghitm	2.33991927	2.42435094	22.25			0	
Pdgfb	0.02073406	0.82945377	22.25			0	
Pfkl	1.4052038	1.27831215	22.25			0	
Ttyh3	0.02510803	0.45135525	22.25			0	
Cdkl2	0.11330618	47.69736928	22.22222222			0	
Flywch1	0.19264251	39.86297538	22.2			0	
Abca3	0.02310856	0.45255757	22			0	
Cbx8	0.006164	0.41562365	22			0	
Hey1	0.06388979	33.17492591	22			0	
Lsm3	1.69007854	34.28551607	22			0	
Ndufb6	2.18442305	11.24841852	22			0	
Runx1t1	0.02839412	0.89275903	22			0	
Sec61g	1.84900543	2.31647221	22			0	
Sgpp1	0.05232677	4.78750653	22			0	
Uqcrfs1	1.51308924	1.19858628	22			0	
Ankrd42	0.07109516	0.9448724	21.86666667			0	
Fmnl3	0.07753931	0.48951442	21.86666667			0	
Ahr	0.0710941	0.9448443	21.66666667			0	
Anpep	0.06041223	2.95163297	21.5			0	
Chd3	0.03014598	0.90086402	21.5			0	
Fam114a1	0.00735628	0.15739978	21.5			0	
G0s2	0.04456281	0.46537717	21.5			0	
Grk5	0.02352116	0.37815699	21.5			0	
Klf7	0.02764164	0.3995164	21.5			0	
Slit2	0.0457057	0.4662063	21.5			0	
Arfgap3	0.06106178	0.76909386	21			0	
Dip2c	0.02447465	0.21169103	21			0	
D830031N03Rik	0.05683953	0.62497265	20.75			0	
Tspyl4	0.06531489	2.18819557	20.75			0	
Krt19	0.11393238	0.85955667	20.7			0	
Psat1	0.48442404	2.03504925	20.52631579			0	
Gt(ROSA)26Sor	0.35678407	100.8087818	20.4			0	
Spry1	0.25914082	0.83652101	20			0	
Stx2	0.07297053	1.54067276	20			0	
Letmd1	0.11945868	0.24863704	19.72222222			0	
Cdc14a	0.17443532	72.64420235	19.5			0	
E2f7	0.00209104	0.00475377	19.46666667			0	
Arhgef25	0.50810369	66.68761436	19.25			0	
Ticam1	0.16403854	39.66706427	19.25			0	
Nop2	2.31066824	351.1957247	19.11111111			0	
Npepps	2.69852416	10.96026507	19.11111111			0	
Ppp2r3a	0.08881559	1.7630047	18.80952381			0	
Spopl	0.1274573	1.69160728	18.80952381			0	
Kif22	0.88568802	1.66089588	18.5			0	
Zfp2	0.11771023	22.88757815	18.5			0	
Rpl35	1.05130287	2.27631786	18.22222222			0	
Cyr61	1.87E-01	1.15E+02	18			0	
Zfp426	0.05856015	0.82710359	18			0	
Tubg2	0.08882251	1.04013019	17.55555556			0	
Akr1b8	0.37634763	21.8996449	17.5			0	
Gch1	0.00367613	0.15759441	17.4			0	
Tmem44	0.04401707	1.42995297	17.4			0	
Uchl3	2.94459677	116.9126075	17.4			0	
Zfp560	0.00599689	0.0853189	17.4			0	
Dgkh	0.09400674	0.768751	17			0	
Fam83h	0.02716123	0.61920731	17			0	
Kpnb1	1.7122334	3.17156716	17			0	
Trnp1	0.07109307	0.94482442	17			0	
Atrn	0.21830488	105.6897808	16.91428571			0	
Edn1	0.2046869	4.48561496	16.91428571			0	
Nkiras1	0.07588297	0.48826647	16.6			0	
Npm3	2.57368894	799.9129954	16.6			0	
Tcirg1	0.09568924	1.78809619	16.6			0	
Vgll4	0.30416814	56.93803671	16.53333333			0	
Zfp846	0.20415765	3.8443321	16.5			0	
Lrfn4	0.1287292	35.57342578	16.45833333			0	
Papd7	0.13454927	5.10753638	16.45833333			0	
Fndc3b	0.15591397	2.99448149	16.33928571			0	
Golga1	0.25653282	4.33085721	16.2			0	
Shmt1	1.41716978	28.33114975	16.2			0	
Zfp941	0.32913854	39.39295744	15.88888889			0	
Cdc42ep3	0.23366632	100.5052773	15.8125			0	
Zfp78	0.1266818	20.01916783	15.8			0	
Glce	0.38549697	34.6375733	15.74285714			0	
Ldoc1l	0.02191728	0.39699877	15.6			0	
Ccdc102a	0.10009582	0.77492386	15.5625			0	
Chd4	2.38079015	50.90028802	15.5625			0	
Chpf2	0.08268462	0.75723472	15.5625			0	
Eya1	0.19642984	0.67454612	15.55555556			0	
Zbtb38	0.41085579	2.15201602	15.54901961			0	
Rbl2	0.07200935	0.94594357	15.23809524			0	
AU040320	0.21928414	1.24052164	15.04166667			0	
Angptl6	0.19541899	64.92810207	15			0	
Ndufa4l2	0.26999039	82.47679998	14.76923077			0	
Arl6ip1	1.29144059	3.43541397	14.73684211			0	
2610008E11Rik	0.00927753	0.43362621	14.66666667			0	
Arnt2	0.0212227	0.44856203	14.66666667			0	
Ash2l	1.73773222	2.45601319	14.66666667			0	
Fzd2	0.0034371	0.04909322	14.66666667			0	
G3bp2	1.21471413	1.25376043	14.66666667			0	
Lgals1	0.18150565	0.49980095	14.66666667			0	
2-Mar	0.03986905	0.42873523	14.66666667			0	
Mcm5	1.87957317	3.64495942	14.66666667			0	
Mkrn1	1.54760093	2.28827694	14.66666667			0	
Mrpl45	1.37734525	1.94167377	14.66666667			0	
Phf19	0.04552221	2.17185225	14.66666667			0	
Prmt5	2.40492468	8.20371247	14.66666667			0	
Smc3	2.11151204	5.59454379	14.66666667			0	
Syde1	0.04500049	2.16923898	14.66666667			0	
Tbkbp1	0.04605006	2.17343762	14.66666667			0	
Zfp362	0.00324283	0.08500596	14.66666667			0	
Rnpepl1	0.21181246	105.1448178	14.6			0	
Zfp28	0.34270252	37.05644385	14.4			0	
Zrsr1	0.26121315	101.9418646	14.4			0	
Ern1	0.03159895	0.33134906	14.33333333			0	
Gins2	1.72251029	148.3989843	14.33333333			0	
Wdr77	4.30351317	404.8799928	14.33333333			0	
Cfdp1	1.89601832	4.06806881	14.16666667			0	
Fam26e	0.04570962	0.46624875	14.16666667			0	
Fermt3	0.0604688	2.96597674	14.16666667			0	
Lrp2	0.02198898	0.75489399	14.16666667			0	
Msl3l2	0.03670636	0.46723839	14.16666667			0	
Nhlrc1	0.04512725	0.4657897	14.16666667			0	
Pid1	0.04618315	1.43519882	14.16666667			0	
Arc	0.07668961	1.71910266	14			0	
Myl6b	0.04185283	0.29601671	14			0	
Pter	0.01577303	0.1041819	14			0	
Tead3	0.15389274	0.80253468	13.92857143			0	
C1d	0.37032792	36.72299162	13.9047619			0	
Lmbrd1	0.18966958	0.67020355	13.9047619			0	
Tax1bp1	1.83586188	463.4431062	13.66666667			0	
Anxa1	0.06433921	5.9946271	13.33333333			0	
Gata2	0.04102765	1.665676	13.33333333			0	
Gspt1	1.45816952	7.74888209	13.33333333			0	
Iqsec1	0.10702977	2.62629042	13.33333333			0	
Mark4	0.10539862	6.91365232	13.33333333			0	
Nmi	0.11779314	3.35410994	13.33333333			0	
Cd24a	0.21364893	0.59498569	13.3125			0	
Plk1	0.75691951	2.55216006	13.2			0	
Foxj3	0.20885041	0.52810012	13.16666667			0	
Vps33b	0.29397372	129.6600464	13.04081633			0	
Arid1b	0.1715451	64.0183361	13.02857143			0	
Zfat	0.12813199	1.11795792	13.02857143			0	
Marcks	0.38628992	79.67804768	13.02597403			0	
Leprel2	0.15926748	37.09420674	13			0	
Zfp945	0.38338975	1.66076985	13			0	
D1Ertd622e	0.21644851	41.31861547	12.95			0	
Galnt10	0.33136803	2.63754339	12.90909091			0	
Dlgap1	0.16917721	0.51766383	12.88461538			0	
Dnajc25	0.11623111	0.36191945	12.8			0	
Jrk	9.77E-02	5.77E+01	12.8			0	
Tada1	0.01553326	0.056543	12.8			0	
Cgnl1	0.00556486	0.02305061	12.66666667			0	
Spire1	0.15387681	0.8023487	12.66666667			0	
Dzip1	0.364215	2.22414902	12.6			0	
Zfp101	0.13590682	0.68612791	12.5			0	
Atxn2	0.06594596	0.60762498	12.3			0	
Eif4g3	0.06341047	1.66864763	12.3			0	
Hdac11	0.03687493	0.91333522	12.3			0	
Leprel4	0.12681564	18.09095721	12.3			0	
Prickle2	0.08495615	0.75952389	12.3			0	
Wdr18	2.16572427	152.46493	12.3			0	
5031439G07Rik	0.40484502	0.72702857	12.1025641			0	
Crtc1	0.05078629	2.18439711	11.85714286			0	
Fkbp1a	2.3988909	5.9865781	11.85714286			0	
Gpr137	0.05359311	2.19736694	11.85714286			0	
Guca1b	0.05766434	0.98995112	11.85714286			0	
Hoxa7	0.10643421	30.71228121	11.85714286			0	
Mdk	1.36865429	28.71564468	11.85714286			0	
Smu1	2.96292638	120.1051135	11.85714286			0	
Abi3	0.12662509	22.3685802	11.85			0	
Ephx1	0.04588864	0.17457113	11.81538462			0	
Mkl1	0.07200558	0.16810979	11.66666667			0	
C920006O11Rik	0.11800111	0.70188388	11.57142857			0	
Fam161a	0.04230256	2.05219286	11.57142857			0	
Klhl26	0.04512812	0.46579844	11.57142857			0	
7-Sep	2.56568514	597.768489	11.57142857			0	
Ctsf	0.32550955	0.73626594	11.55555556			0	
Pus7l	0.0983194	0.40048682	11.55555556			0	
Naca	5.67E-02	3.99E-01	11.53846154			0	
Ube2e2	0.24144001	32.20446234	11.45454545			0	
D330023K18Rik	0.13173927	1.82945142	11.36363636			0	
D430020J02Rik	0.01050025	0.08677855	11.28571429			0	
Meis2	0.04573652	0.71185528	11.28571429			0	
Trdmt1	0.16448273	1.04003746	11.25			0	
Txnrd3	0.21944875	0.89844306	11.25			0	
Adck3	0.06935412	0.94330952	11.2			0	
Pfkfb4	0.01703251	0.20212	11.2			0	
Sdhb	2.98980633	107.2777853	11.2			0	
Stambp	5.02E-02	2.64E+01	11.2			0	
Tipin	1.38515042	2.50660803	11.2			0	
Eml3	0.08721706	1.75347568	11.16666667			0	
Cdc20	0.39489205	0.36019759	11.14285714			0	
Ncoa2	0.43320409	24.98708286	11			0	
Ndrg4	0.08533907	0.48546226	11			0	
Pdzrn3	0.12553647	0.70894336	11			0	
Zfp949	0.17802255	2.23296039	11			0	
2410015M20Rik	2.15158867	275.8600639	10.875			0	
Pdcd6	1.30696416	1.35771685	10.875			0	
Psma1	1.86374603	6.04637422	10.875			0	
Zfhx2	3.54E-01	2.20E+02	10.83333333			0	
Ptp4a3	0.31712225	3.33162435	10.82352941			0	
Slc35c1	0.07274706	2.39564498	10.73333333			0	
Fancc	0.2212068	0.63704523	10.71604938			0	
Kazn	0.15488042	1.28090718	10.71428571			0	
Zfp382	0.19714602	49.13018762	10.71428571			0	
Zfp799	1.20E-01	7.86E+01	10.69444444			0	
Phc3	0.49256311	129.890452	10.66666667			0	
Gtf2ird2	0.20656628	2.40930875	10.625			0	
Slc29a3	0.34215706	29.52397491	10.57333333			0	
Armc7	0.07985169	0.49117329	10.55555556			0	
E030011O05Rik	0.1031327	0.91278608	10.55555556			0	
Polq	0.06804492	0.36367849	10.53333333			0	
Sec14l2	0.11569458	28.09134153	10.53333333			0	
Zfp334	0.11800932	0.70193729	10.53333333			0	
Abca2	0.04171713	1.60224545	10.5			0	
Aldh3a1	0.06814433	0.72951929	10.5			0	
Ctsb	0.90309475	1.05839632	10.5			0	
Dsel	0.02770364	0.78754407	10.5			0	
Golim4	0.02408696	0.37842192	10.5			0	
Mrfap1	2.51509618	12.65138326	10.5			0	
Pmpca	1.59881305	1.86073307	10.5			0	
Zfp91	1.70E-01	1.19E+02	10.35			0	
Etfa	0.69093369	0.39552321	10.25			0	
Spp1	1.2057219	1.21237431	10.25			0	
Srsf7	0.76680976	1.17114163	10.23809524			0	
C2cd2	0.24423808	8.10981503	10.18181818			0	
Coro2b	0.20455257	73.66064575	10.18181818			0	
Lmbr1	0.50341873	10.99391192	10.16666667			0	
Tinagl1	0.14729106	24.55699935	10.14285714			0	
Phlda1	4.80E-02	3.68E+01	10.125			0	
Psmd13	1.60166666	0.92358886	10.125			0	
Tmem55b	1.94213878	11.17071074	10.125			0	
Plcl2	0.15500588	1.15405257	10.08333333			0	
Csf2ra	0.44466249	3.62744823	10.02941176			0	
Atg16l2	0.02930832	2.56675398	10			0	
Galns	0.04566417	0.2810418	10			0	
Gja4	0.16390682	7.45992503	10			0	
Itga10	0.12593262	1.75186664	10			0	
Snx7	0.01271742	0.05703822	10			0	
Slc39a9	0.10700715	0.17565262	9.930555556			0	
Zfp777	0.26672254	47.68450815	9.930555556			0	
Ahi1	0.25117908	19.10354491	9.866666667			0	
BC003331	0.19239481	12.09837163	9.857142857			0	
Zfp687	0.24773732	6.95573053	9.857142857			0	
Inf2	0.25152888	32.91795691	9.75			0	
Mogat2	0.04442965	1.00785345	9.75			0	
D3Ertd751e	0.00212021	0.01430404	9.72			0	
Fcgrt	0.30518661	54.65709724	9.714285714			0	
Aars	1.79109117	5.51673876	9.666666667			0	
Bcl6b	0.05989798	0.99286327	9.666666667			0	
Col11a1	0.05766946	0.99004075	9.666666667			0	
Eed	1.74092436	4.92671023	9.666666667			0	
Plcd1	0.01244696	0.47840268	9.666666667			0	
Ppil1	1.20904631	2.62660888	9.666666667			0	
Pstpip1	0.03911489	5.44333339	9.666666667			0	
Sparc	1.36434248	2.09811269	9.666666667			0	
Tra2b	1.66879475	1.83161934	9.666666667			0	
Ywhag	1.45263893	2.19466948	9.666666667			0	
Ano6	0.15249818	0.22806225	9.6			0	
Ppp6c	0.42439197	15.86665009	9.595238095			0	
Sclt1	0.15987631	1.08950431	9.595238095			0	
Anxa8	0.04038239	0.39554646	9.5			0	
C330018D20Rik	0.00896685	0.07715325	9.5			0	
Panx1	0.09542616	0.39921537	9.5			0	
Urgcp	0.19612642	9.40687092	9.5			0	
Fst	0.64201943	149.4712202	9.453781513			0	
Erp29	0.53314903	0.53578621	9.375			0	
Igfbp2	0.8376734	1.15207963	9.375			0	
2810417H13Rik	0.2272629	4.92801255	9.333333333			0	
Cdk1	0.51283447	0.71286035	9.333333333			0	
Tubb3	0.55527921	117.5323152	9.306122449			0	
Cd47	0.22026584	6.94276386	9.272727273			0	
Kirrel	0.20410746	60.23461188	9.25			0	
Neurl1a	0.06924686	0.28555094	9.25			0	
Zgpat	0.12169804	0.67518637	9.25			0	
1110032A03Rik	0.11259446	1.68549935	9.222222222			0	
Cacnb1	0.06541098	1.24120045	9.222222222			0	
Pon3	5.22E-02	3.49E+01	9.222222222			0	
B630005N14Rik	0.19189156	58.36013652	9.212121212			0	
Acad11	0.17366347	1.5111145	9.140625			0	
Wls	0.04353227	0.14262661	9.06122449			0	
Zranb1	0.25833809	43.21786226	9.06122449			0	
Mark1	0.16080027	36.65704181	9.047619048			0	
Itpr3	0.3126655	36.93511578	9.036363636			0	
Nudt8	0.08297452	0.4843621	9.036363636			0	
Gm10033	0.29334012	20.40161521	9			0	
Kpna2	1.07138781	33.48123774	9			0	
Phb	1.89602343	402.9613837	9			0	
Rnf215	0.19783435	63.62326615	9			0	
Thg1l	0.2033597	1.45749166	9			0	
Ahsa2	0.26716824	0.91956347	8.98245614			0	
Pxk	0.18296585	0.33573161	8.9375			0	
Smad3	0.25346631	2.62136865	8.933333333			0	
Amfr	0.09592717	0.50497402	8.914285714			0	
Pfkp	1.03297375	2.22603012	8.914285714			0	
Zfp429	0.0379206	0.22927102	8.914285714			0	
Dopey1	0.22145504	2.08093081	8.888888889			0	
Tmem175	0.07552789	0.24083272	8.888888889			0	
Abca7	0.5430254	99.56744845	8.866666667			0	
Znrf1	0.4240189	12.2476015	8.857142857			0	
Edc4	1.07E-01	4.25E+01	8.777777778			0	
Trappc10	0.23561426	24.21070945	8.76			0	
Rasl11b	0.13300142	0.39545241	8.75			0	
Tcfl5	0.2178411	4.30672546	8.75			0	
Wrnip1	0.27484748	2.44438789	8.742857143			0	
Pttg1	0.76312393	1.94515381	8.705882353			0	
Ddx58	0.61951984	70.43769838	8.625			0	
Nphp3	0.36325151	2.31393995	8.625			0	
4930452B06Rik	0.03705902	0.12698775	8.611111111			0	
Cbr3	0.22469313	13.66019267	8.611111111			0	
Adrb2	0.02049078	0.44803109	8.6			0	
Bcat1	1.27173274	2.82735964	8.6			0	
Carf	0.01544155	1.2739482	8.6			0	
Pgap3	0.0195822	0.82858048	8.6			0	
Ssbp1	1.16997356	3.54960104	8.6			0	
Stx17	0.04691183	0.46711234	8.6			0	
Sytl1	0.03626643	0.46705435	8.6			0	
Gstt2	0.01549583	0.06066778	8.571428571			0	
Tmem106a	0.0192464	0.13544245	8.571428571			0	
Zcwpw1	0.03483429	1.07055415	8.571428571			0	
Hist1h1e	0.04849562	4.34134719	8.555555556			0	
Srl	0.07416816	1.09133792	8.555555556			0	
Atl3	0.46497597	44.4185731	8.533333333			0	
Aig1	0.17830289	0.70238308	8.525			0	
Ubtd2	0.00207461	0.00465179	8.5			0	
Akr1e1	0.29758253	4.70361676	8.485714286			0	
Grb10	0.18587051	3.69919418	8.470588235			0	
Zc3h18	0.45751363	0.45060393	8.428571429			0	
Lcp1	2.25E-01	8.58E+01	8.4			0	
Zfp462	0.35700274	3.42338235	8.377777778			0	
Akt1	0.17455033	1.25339323	8.363636364			0	
Cdc25b	0.18854802	0.9484937	8.333333333			0	
Eno3	0.14976836	42.01945717	8.333333333			0	
Gpcpd1	0.15449286	69.76217974	8.333333333			0	
Map4k2	0.23793893	1.50713113	8.333333333			0	
Atp10a	7.89E-02	9.76E+01	8.3			0	
Ddx56	2.44553832	266.3510466	8.3			0	
Polr2g	1.80721967	5.55203499	8.3			0	
Zfp597	0.02468821	0.37886675	8.3			0	
Colec12	0.24411173	59.87282556	8.283333333			0	
Rasip1	0.04528144	0.32484097	8.283333333			0	
Tasp1	0.06618198	0.17331311	8.283333333			0	
Pias1	0.23423975	7.00146929	8.25			0	
Polr2j	1.24162846	1.87696584	8.111111111			0	
Nnmt	0.05056721	0.42394572	8			0	
Rnf139	0.03082482	0.17287291	8			0	
Scrn1	0.06342582	0.98010624	8			0	
Rcn1	0.87552062	2.60940828	7.98245614			0	
Igfbp4	0.16088088	2.53536342	7.888888889			0	
Pla2g16	0.06694289	0.21233009	7.888888889			0	
Cdca7l	0.10222037	1.77818589	7.854545455			0	
Mta1	0.07955875	0.38453868	7.821428571			0	
Sdc1	0.14409913	2.92549314	7.821428571			0	
Zfp956	1.10E-01	4.72E+01	7.821428571			0	
Notch1	0.15121402	5.15632561	7.8125			0	
Ssrp1	1.40033725	3.60507646	7.8125			0	
Cdan1	0.04997634	0.12950031	7.80952381			0	
Echdc2	1.09770578	1.79999764	7.80952381			0	
Pcmt1	0.91300463	0.65011627	7.80952381			0	
Tmed3	0.02323746	0.37777868	7.8			0	
Slc22a17	0.44483725	107.0099291	7.703703704			0	
Dennd5a	0.08789124	0.48386359	7.7			0	
Gm16039	0.1408578	50.25240975	7.7			0	
Senp5	0.09374505	0.29389012	7.7			0	
Tgfbi	0.07429878	0.4870948	7.7			0	
Tpx2	1.29941232	15.18622047	7.666666667			0	
Bahd1	0.16387868	0.81080142	7.653061224			0	
Rsbn1l	0.33136137	83.73862729	7.604166667			0	
Rpl41	1.94120763	4.20030949	7.586206897			0	
Rasal2	0.15194555	2.14769128	7.555555556			0	
Amotl1	0.35571035	26.83933544	7.509090909			0	
Dhdds	0.50009176	11.80973162	7.5			0	
S100a13	5.45E-01	1.06E+02	7.5			0	
Mmaa	0.16401134	0.81204046	7.430769231			0	
2310033P09Rik	0.19945473	29.81790419	7.424242424			0	
Sil1	0.21312154	1.60850318	7.424242424			0	
Def6	0.03574366	0.62120294	7.40625			0	
Dpy19l3	0.07021999	0.94426463	7.40625			0	
Usf2	0.3019236	3.19160496	7.40625			0	
Adamtsl4	0.11456639	0.69868565	7.4			0	
Psmd5	1.6412267	1.69668888	7.4			0	
Tek	0.08697392	0.44698742	7.4			0	
3110043O21Rik	0.10181602	0.2452532	7.386363636			0	
Cbx6	0.18202355	2.96184786	7.333333333			0	
Rhod	0.16972886	0.94260825	7.333333333			0	
Mrps33	0.69649737	1.53889857	7.263157895			0	
Vps37b	0.21730161	0.28076958	7.25			0	
Atp6v0a1	0.11945707	0.24863366	7.222222222			0	
Dnajb14	0.27575727	58.52631344	7.222222222			0	
Syngr2	1.57527149	1.69793702	7.222222222			0	
Palld	2.40E-01	1.23E+02	7.21875			0	
Igf2bp3	2.12357862	4.52208908	7.181818182			0	
Slc3a2	1.11301952	2.77328576	7.181818182			0	
1810009A15Rik	1.31601897	2.73482789	7.166666667			0	
Ddb1	2.3340074	9.33840817	7.166666667			0	
Fgfr2	5.10E-02	2.88E+01	7.166666667			0	
Fmn1	0.02285212	1.15973924	7.166666667			0	
Mdh1	1.49741429	2.75756092	7.166666667			0	
Mrpl15	1.645545	4.22462564	7.166666667			0	
Prkd2	0.05989899	0.99288197	7.166666667			0	
Psmc4	2.4027118	36.5306474	7.166666667			0	
Chchd7	0.13019359	0.37106184	7.125			0	
Fbxo25	0.41152431	10.57820685	7.125			0	
Cct8	1.05601914	1.87442602	7.083333333			0	
Clip2	0.08159227	0.75611174	7.083333333			0	
Dut	1.51215693	3.54502172	7.083333333			0	
Fus	1.63614251	4.67166579	7.083333333			0	
Lpin2	0.06029739	0.32814202	7.064935065			0	
Naa20	1.04311419	2.33609004	7			0	
Radil	0.07201108	0.10677106	7			0	
Smtn	0.17228059	0.58017808	7			0	
Mvk	0.66300816	120.4982847	6.909090909			0	
Ogfrl1	0.05329126	0.54053499	6.857142857			0	
Tmed8	0.19748702	56.40908834	6.857142857			0	
Mapkbp1	0.12890941	3.23500051	6.851851852			0	
Sssca1	0.66092634	0.9298493	6.851851852			0	
Calm3	1.67590928	3.38222575	6.833333333			0	
Chchd1	1.73467675	3.38204865	6.833333333			0	
D130040H23Rik	0.04559836	1.4319315	6.833333333			0	
Mga	1.01115522	1.64715898	6.833333333			0	
Naa35	2.99916843	156.3656161	6.833333333			0	
Trib1	0.39774417	1.53097949	6.831578947			0	
Ccrn4l	0.68536455	11.14427241	6.830357143			0	
Stox2	0.12699856	1.23219825	6.818181818			0	
Klhl8	0.09487001	1.75439768	6.794117647			0	
Mex3d	0.11631661	37.68072276	6.771428571			0	
Ttc38	0.12412997	3.3968609	6.771428571			0	
Tle1	0.20262198	0.29290245	6.766666667			0	
Ndufb2	1.24086326	3.31511384	6.75			0	
Ift172	0.34986164	5.18175106	6.666666667			0	
Kidins220	0.16564292	0.36838697	6.666666667			0	
Plcb4	0.56522411	11.99440077	6.666666667			0	
Prepl	0.27609542	5.75182396	6.666666667			0	
Cux1	0.56122697	0.98716649	6.654545455			0	
Mpdz	0.03948514	0.22965941	6.583333333			0	
Tbc1d10c	0.06533393	2.55541131	6.583333333			0	
Zfyve16	0.06951557	1.36227863	6.583333333			0	
Ahcyl1	0.09527047	2.16957567	6.56			0	
Commd10	2.09072242	103.9119657	6.56			0	
Pkd1	0.05322914	0.91289125	6.56			0	
Cbx2	0.28489234	0.59796296	6.555555556			0	
Prc1	0.5336865	4.51726558	6.545454545			0	
Farsb	1.80468197	41.8935708	6.5			0	
Klk8	0.1585072	4.6483637	6.5			0	
Mcm10	0.62369446	0.50048596	6.5			0	
Sdccag8	0.01431674	0.05688755	6.5			0	
Tmem59	1.89294837	4.03648967	6.5			0	
Txnrd2	0.07352376	1.41781294	6.5			0	
Psmb3	0.37272644	0.33426745	6.470588235			0	
Mdc1	0.17674797	0.66196119	6.464646465			0	
Sorbs1	0.35747285	4.07597486	6.461538462			0	
Oaf	0.18731254	4.49066222	6.454545455			0	
5730409E04Rik	0.35749252	143.0467005	6.428571429			0	
Mus81	0.33364338	7.69008541	6.428571429			0	
Prrg2	0.28088235	2.67952199	6.4			0	
Tstd2	0.41094579	3.31179862	6.4			0	
Adam9	0.46559776	3.15764759	6.385964912			0	
Ccnd1	0.55710054	3.47450748	6.381818182			0	
Ndrg1	0.13898531	14.32187659	6.380952381			0	
Accs	0.09893017	1.69863564	6.333333333			0	
Chchd4	1.26651397	4.44044194	6.333333333			0	
Man1c1	0.2200343	46.19424967	6.333333333			0	
Cops7b	1.00143877	1.63865085	6.285714286			0	
Slc44a2	0.45189047	1.23863849	6.270833333			0	
