Gene	kon	koff	OR	Zero_Zero	FullCorr	FullCorr_Ubiq	Ubiq
Zfp652	0.08623996	1.64382874	9.952941176				
Edc4	0.0407696	1.10192162	9.952380952				
Ldha	1.22516401	6.43174609	9.952380952				
Mbp	0.02125778	1.2503751	9.952380952				
Hoxa7	0.05542214	0.80884379	9.95				
Pdlim4	0.09742727	6.46988267	9.935064935				
Zcchc3	0.15705276	60.44423569	9.888888889				
Cct8	0.85237766	2.531402	9.86				
E2f7	0.05425022	0.359104	9.823529412				
Hecw2	0.04337824	0.77923867	9.8				
2310061J03Rik	0.03225374	0.21588181	9.794871795				
Ncl	1.05214164	17.53812033	9.794871795				
Mark4	0.20778528	112.511596	9.77254902				
Eif4h	1.62425563	303.233607	9.761904762				
Gas5	1.68592226	6.5475269	9.761904762				
Rps24	1.64540628	104.3219815	9.761904762				
Bahd1	0.17403868	20.02318397	9.75				
Parp10	0.06862457	2.87710796	9.75				
Ints12	0.235537229	334.058936	9.735449735				
Fancc	0.175530379	168.416518	9.734375				
Lrrc59	1.45796398	375.045092	9.730769231				
1500015A07Rik	0.11334426	12.70239202	9.719008264				
Arl6ip5	1.1441119	11.63466918	9.7				
Atp1a1	0.62519662	2.86798751	9.638596491				
Spop	1.34003662	6.41356705	9.63362069				
Psmd14	0.9445641	3.65781418	9.631578947				
Chpf	1.11671442	1.71604779	9.609375				
Top2a	0.16063838	2.92943576	9.584722222				
Rtn3	2.07316178	462.1996206	9.571428571				
Cenpq	0.07189636	0.59797826	9.5625				
Smarce1	0.93346009	64.74764445	9.543859649				
Psmb7	1.21199374	13.72622266	9.536231884				
Epha4	0.13666968	5.46158768	9.530769231				
Papd7	0.07186997	0.98851612	9.5				
Hspg2	0.97733196	16.60923465	9.438311688				
Zik1	0.01550518	0.73135735	9.369230769				
Ap1g2	0.48528427	317.1882858	9.364285714				
Stxbp2	0.220717657	212.172032	9.362962963				
Zfp770	0.107537479	665.088664	9.3				
Cand2	0.09193983	0.93381891	9.296703297				
Nsun2	1.25326561	32.07451127	9.296442688				
Slc30a1	0.12650653	38.07251075	9.284722222				
Llgl2	0.18484309	67.19358048	9.277777778				
Pfkl	0.67085329	9.97428872	9.272727273				
Slc22a18	0.03080205	0.70501217	9.244444444				
Dsn1	0.21509844	63.07170269	9.218181818				
Rbl2	0.30154498	79.18679848	9.217391304				
Apod	0.19460816	2.08572382	9.210526316				
Slc2a9	0.04079394	7.4359911	9.2				
Psmd13	0.95323913	24.83513048	9.195652174				
Slc44a2	1.59126231	426.254256	9.19047619				
Lmnb1	0.238520877	81.2679996	9.156666667				
Cog4	0.75351517	6.43931702	9.145427286				
Agpat6	0.78972484	3.34669917	9.139097744				
Cd55	0.17181309	7.87064769	9.137931034				
Ulk1	0.169592986	161.166016	9.125874126				
Nop16	0.7435949	11.54830659	9.122916667				
Slc6a9	0.17506102	4.86149135	9.114583333				
Akap2	1.14687564	19.06010285	9.105263158				
2010107G23Rik	0.13361339	51.47766144	9.086538462				
Zfp120	0.2277638	38.79210551	9.053571429				
Kpnb1	1.14561519	4.37927816	9.05				
Cpxm1	0.05780939	2.46432644	9.037037037				
Gadd45a	0.26610418	35.59174723	9.03125				
C87436	0.27340917	146.7345885	9.020979021				
Krba1	0.18594424	25.01089908	9				
Dopey1	0.15357798	2.97411655	8.986607143				
Coro1c	0.75603347	3.24728676	8.955555556				
Zfp956	0.18761409	37.49791317	8.947058824				
Mex3a	0.3137466	24.39573369	8.894736842				
Ankrd37	0.11608602	13.00226786	8.894117647				
Mrto4	0.93701608	188.1942906	8.890804598				
Gnb2l1	2.57739316	143.8702882	8.875				
Srl	0.0040663	0.13054947	8.875				
Rfc5	0.20119235	11.68347731	8.846889952				
Coil	0.04148614	8.66475432	8.844444444				
Ezh2	0.47172174	10.32180254	8.817934783				
Dnajc8	0.81343152	2.08461981	8.813888889				
L3mbtl2	0.40032662	81.49621886	8.811188811				
Stag1	0.07245367	0.32325584	8.803827751				
Rad51c	0.04430388	1.28332873	8.794642857				
Ubxn11	0.00620844	0.05605514	8.794642857				
Cct4	1.61657527	6.63907125	8.791208791				
Tmppe	0.32575875	49.75011937	8.779220779				
4930452B06Rik	0.01618218	0.23684808	8.75				
Arhgap11a	0.25243764	86.50557439	8.75				
Vat1	1.17264306	9.76576077	8.75				
Hirip3	0.13720427	24.89877698	8.744939271				
Agap3	0.02388261	0.37344061	8.742857143				
Bcl9l	0.29394913	1.20556513	8.722222222				
Ebna1bp2	0.81240359	3.32320414	8.722222222				
Ahr	0.095516951	72.2247477	8.715909091				
Cdc45	0.089501314	19.4126481	8.7				
Rsu1	1.60930779	5.18549705	8.666666667				
Zfp609	0.33170704	68.71948268	8.649553571				
Dlg5	1.58844603	396.5537413	8.643678161				
Rbp1	0.15656779	43.46096339	8.616858238				
Hnrnpm	0.39098238	1.18270861	8.610810811				
Mink1	0.31651102	5.10620731	8.60625				
Ccdc85b	0.15297572	1.0499474	8.6				
Wdr61	1.15488602	35.05895593	8.6				
Mgat1	0.90498412	29.2088328	8.596837945				
Nrip1	0.152198865	82.1718435	8.590909091				
Pdlim7	2.19086319	811.656678	8.583333333				
Sec14l2	0.00890439	0.39123573	8.583333333				
Cenpk	0.025651	0.12903827	8.541666667				
Son	0.77990692	3.06563903	8.523809524				
Ankrd9	0.08850718	0.86863884	8.518518519				
Id3	0.97544543	20.94797641	8.514705882				
Lrp5	0.22347934	109.1966412	8.470588235				
Tprn	0.2010689	2.21650818	8.470588235				
Cdk4	1.99447575	11.31969188	8.458333333				
Chn1	0.01074869	0.15806129	8.458333333				
Crabp1	0.03224161	0.9243793	8.458333333				
Comp	0.063876313	4.9222968	8.442687747				
Rfc4	0.13315181	0.68114788	8.4375				
Fcf1	1.49262814	3.34245002	8.418803419				
Psma3	0.29942122	4.22270781	8.416216216				
Lin54	0.05667512	0.60643474	8.35625				
Arc	0.078035035	77.7629738	8.341666667				
4933427D14Rik	0.32258219	143.528307	8.338235294				
Ryk	1.29448871	4.77202799	8.333333333				
Ak2	0.92310519	4.18035056	8.325791855				
E130308A19Rik	0.11679321	1.684055	8.325791855				
Lrp1	1.19812852	96.43360965	8.325791855				
Eif3b	1.16876019	3.75427269	8.314285714				
Tkt	1.07491615	33.45056313	8.301960784				
Acsl3	0.3275276	16.25676711	8.281853282				
Thada	0.27512446	2.46093979	8.25				
Cth	0.11090221	2.7240256	8.220551378				
Jmjd4	0.14161643	0.5712833	8.214854111				
Kdm2b	0.06969181	1.97407409	8.208333333				
Odc1	0.49777289	64.93578951	8.208				
AU019823	0.47489646	87.05057067	8.192708333				
Fkbp9	1.0514657	2.20253957	8.185714286				
Nmt2	0.20292378	9.48933341	8.166666667				
Dgkh	0.06461235	3.08566854	8.140495868				
Zwilch	0.1126568	1.15835366	8.127403846				
Hnrnpab	1.47295676	164.214555	8.12244898				
Mapkapk5	0.05722143	1.71696913	8.103030303				
Tst	0.200371357	226.187167	8.088319088				
Arpc4	1.27622844	5.44621987	8.080808081				
Acin1	0.5952683	2.11502051	8.072727273				
Sec61a1	0.96548837	5.87793132	8.059210526				
Whsc1	0.17138671	1.32157345	8.052473763				
Rad54l	0.02890259	0.3492241	8.048076923				
Abca3	0.18256365	2.15893793	8.047619048				
Gabbr1	0.15949021	24.18362404	8.047619048				
Trf	0.06247794	14.34833072	8.04				
Abcb6	0.39814076	131.9992919	7.992559524				
Nup98	0.13158606	1.2658444	7.989583333				
Zdhhc21	0.26392418	22.46201914	7.98185941				
Klhl8	0.12845182	45.63374961	7.971428571				
Prkcdbp	1.0203081	169.003369	7.971428571				
Pus1	0.24545609	19.99602362	7.969298246				
Pold1	0.16313957	2.62223633	7.957037037				
Cbx8	0.253410821	270.742028	7.954545455				
Dnm2	1.39499215	109.8788794	7.952662722				
Ddx24	0.92498493	4.10417841	7.933333333				
Atg16l2	0.19369927	95.6643206	7.910526316				
Nkapl	0.00859974	0.13045037	7.909090909				
Fam111a	0.287723851	293.939957	7.906403941				
Cited2	0.70475526	29.50888175	7.898071625				
Gadd45g	0.83487242	3.83481924	7.885714286				
Mdh1	0.99156631	112.5168075	7.884057971				
Ptgr1	0.88148923	48.02129078	7.863377609				
Xrcc2	0.05478808	0.23072884	7.857142857				
Tspan3	1.56522682	61.44034134	7.833333333				
Upp1	0.02445151	0.78035297	7.814814815				
Hadha	1.0126387	7.41586897	7.803636364				
Fam161a	0.047176496	16.5965097	7.777777778				
Sdc1	0.68360107	4.2417083	7.777777778				
Zfp426	0.26342487	100.5095864	7.721590909				
Lman1	1.36560509	74.4395223	7.708333333				
Psmc2	0.93890137	2.93136874	7.705882353				
Col11a1	0.30331103	30.30118545	7.698275862				
Znrf2	0.20519326	7.83364453	7.682539683				
C330027C09Rik	0.11110547	0.6986424	7.671052632				
Tagln2	1.38290977	38.42508678	7.666666667				
Zkscan5	0.39194213	249.0746914	7.665056361				
Fcho2	0.37585828	59.16428905	7.641025641				
Slc25a26	0.05828786	0.19867717	7.629310345				
Adra2a	0.112827872	30.1813903	7.623529412				
Setd6	0.36202466	86.5657798	7.608695652				
Etv4	0.182180425	108.374726	7.591836735				
4930558J18Rik	0.02935118	1.55780883	7.571428571				
Abi3	0.0481751	18.63753766	7.571428571				
Fen1	0.22448234	2.05995875	7.552380952				
Rcn1	1.09579826	5.22497508	7.542857143				
Szt2	0.06829274	13.87021291	7.538461538				
Ppic	1.28305475	161.1865601	7.533936652				
Cxcl16	0.09190719	0.65028528	7.522916667				
Ttc30a1	0.0594303	1.17505322	7.519480519				
Actn4	1.44109174	30.50677381	7.518518519				
Rps8	1.29114378	13.2758911	7.515789474				
2210016L21Rik	0.82089978	5.0330429	7.4921875				
Pole2	0.25193685	2.4938258	7.484848485				
Mcm4	0.36059559	3.10706807	7.466666667				
Csde1	2.6081609	461.5481664	7.444444444				
Pom121	0.17266315	10.96476248	7.443609023				
Stt3a	1.17784275	3.1220397	7.434782609				
Clic1	1.13831792	11.66782597	7.433035714				
Wrnip1	0.08443626	0.67760388	7.433035714				
Madd	0.07384885	5.26336907	7.424242424				
Gba2	0.27688908	81.56979191	7.419047619				
Usp49	0.123410983	231.340777	7.409230769				
Msrb2	0.325153923	413.677077	7.403225806				
Atp5g3	2.00835089	31.79397434	7.392857143				
Cdv3	0.003729373	0.017349679	7.392857143				
Myh9	1.88245164	30.48857014	7.392857143				
Tppp3	0.03585053	2.34637984	7.392857143				
Hdac11	0.17258901	4.92565348	7.39100346				
Neat1	0.41528372	3.37064397	7.378378378				
Oxsr1	0.0791964	2.62962559	7.368421053				
Stip1	1.15312062	251.29937	7.363636364				
Trappc10	0.510087415	904.19898	7.354285714				
Epb4.1l3	1.76959705	35.76043319	7.35				
Rbms1	1.59480143	247.5862661	7.342657343				
Actr3	1.53692937	4.26603019	7.333333333				
Tmem167	2.37951339	120.381918	7.285714286				
Pon3	0.91710516	155.4053939	7.264957265				
F11r	0.13931596	3.13583722	7.244318182				
Iqgap1	1.4650633	67.8246172	7.234848485				
Numb	0.31489618	108.178746	7.19047619				
Slc43a2	0.19450852	2.07655851	7.19047619				
Dlk1	0.11984865	2.26431441	7.188905547				
Aoc3	0.16119947	114.473595	7.18487395				
Pcnt	0.15228041	1.05549298	7.183928571				
Col4a2	1.08601988	176.498376	7.12987013				
Pus7l	0.16289165	2.27862641	7.125				
Rrp1	0.69716806	14.24942914	7.125				
Fryl	0.224003655	188.815282	7.119047619				
Lpin2	0.23786219	0.85663581	7.115789474				
Vmp1	0.95306517	2.99750891	7.112318841				
Pcf11	0.447786941	395.19066	7.111428571				
Rbm5	0.90686278	3.70003367	7.103703704				
Cltb	0.7462542	174.5655774	7.1015625				
Rbm25	0.73012971	1.87952328	7.0975				
Capn10	0.21607189	81.76231554	7.096153846				
Rpl7l1	1.17508042	17.42756065	7.086956522				
Maff	0.81873957	40.50308127	7.083333333				
Galnt2	1.23437507	146.7033558	7.08				
Dnajc27	0.06344437	4.1381827	7.074074074				
Taf7	0.26574002	178.5371814	7.071428571				
Gpx8	2.51604137	338.101286	7.066666667				
Stmn1	0.01083431	0.51426841	7.066666667				
Vps29	2.55164295	27.50433041	7.066666667				
Trim3	0.68696491	9.02324898	7.056666667				
Copb1	1.41446508	230.7246159	7.055				
Smyd2	0.83599712	1.70963235	7.047619048				
Usp54	0.12674001	5.18064863	7.047619048				
Cd24a	0.10238957	1.43201257	7.034482759				
Slc39a1	0.22736363	0.97654923	7.030864198				
Lingo1	0.10863816	2.453654	7.023255814				
Anapc2	1.00916892	428.955209	6.972332016				
Hsp90aa1	1.76236328	136.3142704	6.962162162				
Ptprf	0.11575589	0.65719588	6.945098039				
Ndufa4l2	0.05067869	6.79189107	6.926315789				
Zfp597	0.07864348	0.3918161	6.90877193				
Slc12a9	0.0764749	1.82103811	6.9				
Wasf2	0.60094022	22.66987164	6.868421053				
Pias1	0.15431726	1.02269134	6.8625				
Psmd1	0.83424297	1.5270789	6.857142857				
Cwf19l1	0.26471949	89.28598245	6.837606838				
Cdk5rap1	0.24586469	3.90020106	6.833333333				
Rpa2	0.378832297	181.861665	6.830208333				
Sf3a3	0.83946226	15.10032874	6.806949807				
Cacnb1	0.15732803	98.40817111	6.804511278				
Calm3	1.20846237	50.95570207	6.804511278				
Atat1	0.19185798	3.94377815	6.8				
Rev3l	0.27456231	58.20781196	6.787878788				
Immt	0.66539037	0.89906606	6.780626781				
Polr3k	1.48574404	205.9758987	6.780626781				
Polr3gl	0.35141965	110.7058106	6.770833333				
Akap12	0.893734989	131.625689	6.768595041				
Psmc3ip	0.10541749	0.53951277	6.755555556				
Eef1d	1.18368657	30.97170098	6.75				
Ppan	0.46131524	1.82323856	6.75				
Ell2	0.37934577	121.3144372	6.748484848				
Dclre1b	0.01004566	0.0311872	6.746031746				
Cdt1	0.31457897	61.30163915	6.742857143				
Uros	0.71010681	147.3879293	6.734640523				
Xaf1	0.12847249	3.21079188	6.713286713				
Gtf2ird2	0.152720883	250.149766	6.710526316				
Zfp777	0.18867663	89.58238864	6.710526316				
Sgk3	0.18169659	5.49345895	6.693452381				
Aars	0.94387011	4.36952237	6.69005848				
Gjb4	0.174128347	153.0241	6.680555556				
Mib2	0.31975417	16.44555511	6.680555556				
Suox	0.35245929	48.89994455	6.676363636				
Dnmbp	0.14327409	11.9106116	6.668016194				
Dyrk3	0.0892655	5.59927413	6.668016194				
Slc38a10	0.75133794	3.06961534	6.664488017				
Stx3	0.47332396	112.1054268	6.656				
Tpk1	0.10741352	1.33634818	6.646464646				
Nrm	0.10645956	7.38841218	6.644562334				
Zfp69	0.05747669	5.30640728	6.626373626				
Hmgxb4	0.54990267	95.95719334	6.624324324				
Prkd2	0.29949991	87.55609527	6.611570248				
Wdr62	0.133526745	67.0767044	6.6				
Naa16	0.47495967	168.0147997	6.595041322				
Zufsp	0.19155916	0.81861228	6.579831933				
Miip	0.25125473	64.93560317	6.575757576				
Ubqln1	0.97070705	7.14374803	6.565217391				
Eprs	0.93408433	3.87294176	6.555555556				
Shroom3	0.20556747	51.66218866	6.551282051				
Prpf40a	0.58062797	2.06065333	6.548387097				
Atxn3	0.3711575	38.8723984	6.545454545				
Tmem147	1.54675519	21.66175318	6.545454545				
Zbtb40	0.0086476	0.06685671	6.545454545				
Ehhadh	0.01395533	0.22330118	6.53968254				
Npc2	1.38113454	155.292652	6.53968254				
Cars	0.57495831	12.93027945	6.538961039				
Dhrs13	0.36709731	75.97940741	6.538952746				
9930021J03Rik	0.18761003	1.6722694	6.538461538				
Mars	0.50494232	1.22251509	6.496875				
Zc3h8	0.21138433	2.89528814	6.496774194				
Tapbpl	0.21104988	28.76640799	6.487179487				
Tyro3	0.20062699	11.48086622	6.483375959				
Atrip	0.56298343	68.52040056	6.481481481				
Gmppb	0.80556481	49.0247272	6.48038176				
Sfrp1	0.18215662	12.1490424	6.476190476				
Slc25a35	0.19676161	44.41989803	6.470219436				
Leprel4	1.17872811	65.91593386	6.461538462				
Smc2	0.23286813	3.9976827	6.451612903				
Blmh	0.22550902	1.45285954	6.446376812				
Zfp184	0.07002067	19.63003239	6.44				
Sgsm3	0.24924469	74.20514394	6.433862434				
Dctn3	1.32747027	29.36545414	6.43359375				
Fam69b	0.34227204	9.30926083	6.424615385				
Telo2	0.25161914	42.14861335	6.423529412				
Acat1	0.990244222	471.667757	6.416666667				
Bin1	1.11933805	61.92189337	6.416666667				
Mcm3	0.25636616	1.93065648	6.413793103				
Dnajc9	0.31285925	3.12408878	6.39039039				
Tsc1	0.14106531	0.61356882	6.389204545				
Prdx6	1.1799757	10.1261766	6.388571429				
Fastkd3	0.35210339	754.076918	6.386806597				
Shmt1	0.13137633	2.43195549	6.368243243				
Rrp1b	0.30693658	56.13403529	6.362433862				
2310003H01Rik	0.10851411	0.55294106	6.360544218				
Lmbr1	0.39363301	66.08280135	6.341176471				
Pros1	0.83444609	9.04237395	6.336764706				
Sf3b2	0.71100737	3.1993481	6.334429825				
Cnn3	1.70713761	5.2194221	6.333333333				
Nfatc4	0.0376827	2.05810837	6.333333333				
Zfp810	0.06288199	1.51660853	6.326923077				
Zranb1	0.06169615	0.49111463	6.326923077				
Igfbp2	0.029974706	4.95954614	6.321428571				
Pvrl2	0.73214318	5.19932243	6.318996416				
Plagl2	0.1605836	13.02144548	6.315789474				
Eftud2	0.78691523	3.62023622	6.30952381				
Plk4	0.17893245	12.36078799	6.307692308				
Nutf2	0.428951473	415.620588	6.294642857				
Stard4	0.24456886	1.6704697	6.28				
Lamc2	0.25421784	4.19295107	6.274074074				
Abca7	0.06192724	0.57362882	6.263157895				
Csnk1d	0.69189098	3.00912071	6.260869565				
Neurl2	0.2307782	15.99833278	6.254166667				
Ndufs6	1.56630182	8.61334107	6.253968254				
Cenpj	0.13507855	1.26928615	6.247222222				
Slc35e1	0.19161801	1.64332559	6.244318182				
Dzip1	0.54349665	131.5604525	6.236363636				
Epn1	0.39267159	2.74063607	6.22515213				
Adh7	0.22650989	84.15076384	6.218844985				
Glrx3	1.34094231	172.6527356	6.217948718				
Rtel1	0.38747023	206.5916186	6.217391304				
Vgll4	0.14351772	1.31770411	6.217391304				
Afg3l2	0.85269128	465.914534	6.2				
Mpp6	0.10673503	1.99991951	6.180555556				
Dync1li2	0.97548254	4.26316521	6.177536232				
Caprin1	1.19199944	5.71782494	6.153846154				
Tra2b	0.49022201	1.31474072	6.15				
Hook2	0.2664905	20.54477947	6.148148148				
Zc3h13	0.42556291	1.3176276	6.141935484				
Aes	1.74951018	2.14471484	6.12244898				
Asxl2	0.46888928	80.53749343	6.120738636				
Sipa1l2	0.38824265	113.1897878	6.12				
Samd1	0.24072552	97.48567409	6.116584565				
Zfp866	0.24816649	7.72812409	6.114035088				
1500009L16Rik	0.09822539	0.99242547	6.111111111				
Atg4d	0.27043618	49.80521282	6.101010101				
Tshz3	0.2691703	36.02198562	6.101010101				
Fancm	0.44261283	58.79861224	6.1				
Atp1b3	1.51993091	16.98753113	6.098901099				
Acaa1a	1.15536954	133.5618513	6.095833333				
Pltp	0.253910213	62.843392	6.093935791				
Maea	1.03162427	629.977102	6.092031425				
Nipal3	0.00218555	0.02771299	6.090909091				
Zfp407	0.144151894	130.143243	6.088235294				
Sclt1	0.14157293	0.61554231	6.075				
Tspyl4	0.09962867	0.44066607	6.072916667				
Polr1b	0.26766787	2.0446611	6.071428571				
Arntl	0.36709172	1.51297488	6.047077922				
Pcmt1	0.86429298	2.81470972	6.036363636				
Adnp2	0.25030848	0.97212596	6.027586207				
Lysmd4	0.2570698	105.167906	6.022675737				
Nupr1	0.721592601	115.976898	6.019047619				
Senp7	0.27662233	2.19545655	6.019047619				
Wnt4	0.15641508	3.12886472	6.013986014				
Trip13	0.14862917	3.46571851	6.013824885				
Ssx2ip	0.20714176	1.83727647	6.01242236				
Fbxl14	0.29750704	120.9752286	6				
Rgs16	0.17254828	3.67821959	6				
Mphosph9	0.13926977	4.8743546	5.978609626				
Pfdn2	0.85345189	3.31093841	5.975308642				
Clta	1.43972815	432.587103	5.96969697				
Ipp	0.24516473	45.50681598	5.969551282				
Zfp354c	0.08571804	1.81098611	5.967032967				
Rrp9	0.78036902	6.16861537	5.961038961				
Cic	0.26625675	80.5029613	5.945578231				
Tnpo3	0.74025657	1.89765217	5.943448276				
E2f1	0.50931883	54.32482942	5.93359375				
Snx10	1.56069618	56.87291646	5.925925926				
Esco1	0.1453602	40.18349385	5.923076923				
Polr1d	1.62477369	21.61777825	5.923076923				
Ccdc34	0.23800515	1.84044356	5.922105263				
Slc25a1	1.25792016	13.75506968	5.915343915				
Etaa1	0.1920236	18.39608638	5.890909091				
Atp10a	0.02697876	0.23282822	5.88				
Rnf168	0.122928947	70.7363939	5.869565217				
Leprot	1.92177232	126.4582352	5.866396761				
Ghitm	1.13756076	3.49625271	5.857142857				
D3Ertd751e	0.03894404	0.3691499	5.848484848				
Pgd	1.13144984	201.423696	5.846153846				
Rabac1	1.18850605	3.00504461	5.841269841				
Tubb3	0.31673075	57.36132653	5.839506173				
Atp5a1	1.74328181	48.53401938	5.833333333				
Ppapdc2	0.1534417	0.96441409	5.827586207				
Dkk3	0.249999038	80.2348911	5.81875				
Gnl2	0.63348731	2.08230976	5.811230585				
Scaper	0.04333295	0.62433337	5.80952381				
Snhg1	0.5598861	66.38906704	5.80078125				
Lman2	1.41470536	50.29207562	5.8				
Sugt1	1.22222981	231.5697829	5.798611111				
Ppcdc	0.1870785	3.54987455	5.796				
Cdkl2	0.20778168	20.34961367	5.795555556				
Trps1	0.47774323	9.09977206	5.771929825				
Pick1	0.23908987	119.880907	5.77016129				
Psmc5	1.54837671	12.39408345	5.769230769				
Chd2	0.53157897	39.24355073	5.767708333				
Prim2	0.32277286	3.76500241	5.767708333				
Ankrd28	0.16525766	2.06988799	5.763888889				
Zcchc17	0.58664508	2.28578311	5.753846154				
Dennd2a	0.30653387	112.2357884	5.750877193				
Sqstm1	1.00754255	537.151024	5.715789474				
Csrp2bp	0.47514137	176.1258796	5.703703704				
Gtf2e1	0.40952764	3.01429602	5.703703704				
Jarid2	0.42735682	63.83427262	5.700879765				
Cyth2	0.6404744	5.85708934	5.700854701				
Ggnbp2	0.70373437	3.2216054	5.699666296				
Pmf1	1.18989347	149.6370427	5.694980695				
Atp5b	1.85609859	12.39184665	5.694444444				
Commd3	2.2176578	326.0477259	5.694444444				
Sdhb	1.97323981	19.00647762	5.694444444				
Snx3	1.38115314	3.30792492	5.694444444				
Rrbp1	0.95438691	11.75314737	5.694117647				
Gpr153	0.30297077	115.8513603	5.692307692				
Cdk5rap2	0.26646598	108.2641278	5.691154423				
Kdm3b	0.28235383	0.79822584	5.673740053				
Ankrd26	0.22940273	8.61113576	5.673684211				
Ppp1ca	1.80953975	160.5084423	5.666666667				
Zfyve9	0.0506547	0.23574276	5.666666667				
Ddx23	0.12335683	0.62833304	5.660341556				
Cenpo	0.21155503	168.7531035	5.660287081				
Ddx39	0.99570316	18.6814514	5.660287081				
Bcdin3d	0.16189444	4.73968351	5.653846154				
Bst2	0.16432064	8.12129199	5.650154799				
Hdgf	1.3564438	5.43365908	5.647058824				
Cast	1.37237442	178.0988784	5.642361111				
Hmgn1	0.75066704	3.70882674	5.633484163				
Aurkaip1	1.70649601	406.7463497	5.625				
Phldb1	0.59067366	2.48742886	5.617283951				
Chmp4b	0.88166666	6.2013895	5.616758242				
Fst	0.407834075	134.361138	5.611764706				
Lmbr1l	0.25225277	9.03345363	5.606837607				
Mrpl52	1.17980422	5.13156154	5.606837607				
D19Bwg1357e	0.63523436	4.99085358	5.60483871				
Ptpn11	0.65375799	11.61024665	5.6				
Brd8	0.47130368	23.33663347	5.594758065				
Lamb1	0.89961375	2.38922324	5.592592593				
